id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2017-188945,2017-07-03,000001,Vente,220000,2,,RUE DU REMPART ST ETIENNE,7384,31000,31555,Toulouse,31,,,31555820AB0078,,,19,,,,,,,,,,1,3,Dépendance,,0,,,,,,1.450952,43.600804
2017-188945,2017-07-03,000001,Vente,220000,2,,RUE DU REMPART ST ETIENNE,7384,31000,31555,Toulouse,31,,,31555820AB0078,,,17,,27,,,,,,,,2,2,Appartement,69,2,,,,,,1.450952,43.600804
2017-188947,2017-07-05,000001,Vente,4000,1,,IMP BITET,1185,31400,31555,Toulouse,31,,,31555836AV0173,,,678,,,,,,,,,,1,3,Dépendance,,0,,,,,,1.491385,43.575701
2017-188949,2017-07-04,000001,Vente en l'état futur d'achèvement,208000,,,RTE D'ALBI,0124,31200,31555,Toulouse,31,,,31555831AI0147,,,51,,,,,,,,,,1,2,Appartement,60,3,,,,,,1.46434,43.640819
2017-188949,2017-07-04,000001,Vente en l'état futur d'achèvement,208000,,,RTE D'ALBI,0124,31200,31555,Toulouse,31,,,31555831AI0147,,,272,,,,,,,,,,1,3,Dépendance,,0,,,,,,1.46434,43.640819
2017-188950,2017-07-05,000001,Vente,175000,27,,GR GDE RUE NAZARETH,6216,31000,31555,Toulouse,31,,,31555815AB0146,,,1,37.5,,,,,,,,,1,4,Local industriel. commercial ou assimilé,50,0,,,,,,1.446575,43.596248
2017-188951,2017-07-04,000001,Vente,193600,12,,RUE ROBERT BORIOS,7528,31000,31555,Toulouse,31,,,31555823AC0080,,,7,54.52,,,,,,,,,1,2,Appartement,55,2,,,,,,1.445092,43.613274
2017-188952,2017-07-04,000001,Vente,125000,8,,RUE DU PONT MONTAUDRAN,7008,31000,31555,Toulouse,31,,,31555815AC0172,,,93,,,,,,,,,,1,2,Appartement,45,2,,,,,,1.455098,43.59873
2017-188952,2017-07-04,000001,Vente,125000,8,,RUE DU PONT MONTAUDRAN,7008,31000,31555,Toulouse,31,,,31555815AC0172,,,171,,,,,,,,,,1,3,Dépendance,,0,,,,,,1.455098,43.59873
2017-188953,2017-07-07,000001,Vente,520120,2,,RUE HENRI MONTAUT,4168,31400,31555,Toulouse,31,,,31555813AC0141,,,1,104.62,2,,,,,,,,2,1,Maison,110,6,,,,,,1.449693,43.58653
2017-188954,2017-07-07,000001,Vente en l'état futur d'achèvement,587500,,,,,,31555,Toulouse,31,,,31555807AD0632,,,42,,,,,,,,,,1,,,,,,,,,,1.468262,43.603972
2017-188954,2017-07-07,000001,Vente en l'état futur d'achèvement,587500,,,,,,31555,Toulouse,31,,,31555807AD0632,,,23,,,,,,,,,,1,,,,,,,,,,1.468262,43.603972
2017-188954,2017-07-07,000001,Vente en l'état futur d'achèvement,587500,,,,,,31555,Toulouse,31,,,31555807AD0632,,,24,,,,,,,,,,1,,,,,,,,,,1.468262,43.603972
2017-188955,2017-07-04,000001,Vente,386500,4,,RUE DU PIC CARLIT,6845,31500,31555,Toulouse,31,,,31555836BD0230,,,,,,,,,,,,,0,1,Maison,129,5,S,sols,,,445,1.481299,43.587911
2017-188957,2017-07-05,000001,Vente en l'état futur d'achèvement,251900,,,CHE DE PECHBUSQUE,6684,31400,31555,Toulouse,31,,,31555839AN0141,,,5,,,,,,,,,,1,,,,,,,,,,1.452307,43.546491
2017-188957,2017-07-05,000001,Vente en l'état futur d'achèvement,251900,,,CHE DE PECHBUSQUE,6684,31400,31555,Toulouse,31,,,31555839AN0141,,,40,,,,,,,,,,1,,,,,,,,,,1.452307,43.546491
2017-188957,2017-07-05,000001,Vente en l'état futur d'achèvement,251900,,,CHE DE PECHBUSQUE,6684,31400,31555,Toulouse,31,,,31555839AN0141,,,84,,,,,,,,,,1,,,,,,,,,,1.452307,43.546491
2017-188958,2017-07-06,000001,Vente en l'état futur d'achèvement,219900,,,CHE DE PECHBUSQUE,6684,31400,31555,Toulouse,31,,,31555839AN0141,,,35,,,,,,,,,,1,,,,,,,,,,1.452307,43.546491
2017-188958,2017-07-06,000001,Vente en l'état futur d'achèvement,219900,,,CHE DE PECHBUSQUE,6684,31400,31555,Toulouse,31,,,31555839AN0141,,,60,,,,,,,,,,1,,,,,,,,,,1.452307,43.546491
2017-188958,2017-07-06,000001,Vente en l'état futur d'achèvement,219900,,,CHE DE PECHBUSQUE,6684,31400,31555,Toulouse,31,,,31555839AN0141,,,72,,,,,,,,,,1,,,,,,,,,,1.452307,43.546491
2017-188958,2017-07-06,000001,Vente en l'état futur d'achèvement,219900,,,CHE DE PECHBUSQUE,6684,31400,31555,Toulouse,31,,,31555839AN0141,,,9,,,,,,,,,,1,,,,,,,,,,1.452307,43.546491
2017-188959,2017-07-04,000001,Vente,355000,58,,CHE RAYNAL,7324,31200,31555,Toulouse,31,,,31555831AM0224,,,,,,,,,,,,,0,1,Maison,220,4,S,sols,,,526,1.454299,43.630105
2017-188959,2017-07-04,000001,Vente,355000,58,,CHE RAYNAL,7324,31200,31555,Toulouse,31,,,31555831AM0228,,,,,,,,,,,,,0,,,,,S,sols,,,107,1.454399,43.630189
2017-188959,2017-07-04,000001,Vente,355000,,,CHE RAYNAL,7324,31200,31555,Toulouse,31,,,31555831AM0233,,,,,,,,,,,,,0,,,,,S,sols,,,115,1.454411,43.630027
2017-188959,2017-07-04,000001,Vente,355000,60,,CHE RAYNAL,7324,31200,31555,Toulouse,31,,,31555831AM0363,,,,,,,,,,,,,0,,,,,S,sols,,,17,1.45437,43.630276
2017-188960,2017-07-03,000001,Vente,653800,38,,AV MARCEL LANGER,5616,31400,31555,Toulouse,31,,,31555811AB0410,,,,,,,,,,,,,0,,,,,S,sols,,,81,1.450616,43.583001
2017-188960,2017-07-03,000001,Vente,653800,1,B,RUE DU COMMANDEUR CAZENEUVE,2240,31400,31555,Toulouse,31,,,31555811AB0418,,,,,,,,,,,,,0,1,Maison,174,7,S,sols,,,176,1.450554,43.582921
2017-188961,2017-07-01,000001,Vente,210000,9,,ALL DES SOUPIRS,8308,31000,31555,Toulouse,31,,,31555814AC0361,,,11,,,,,,,,,,1,2,Appartement,27,1,,,,,,1.454384,43.594604
2017-188961,2017-07-01,000001,Vente,210000,9,,ALL DES SOUPIRS,8308,31000,31555,Toulouse,31,,,31555814AC0361,,,6,47.01,,,,,,,,,1,2,Appartement,21,2,,,,,,1.454384,43.594604
2017-188962,2017-07-03,000001,Vente,303000,14,B,RUE HENRI JANSOU,4153,31200,31555,Toulouse,31,,,31555832AK0248,,,,,,,,,,,,,0,1,Maison,97,5,S,sols,,,322,1.488828,43.634392
2017-188963,2017-07-04,000001,Vente,84900,20,,AV PAUL SEJOURNE,6648,31000,31555,Toulouse,31,,,31555826AH0137,,,8,16.6,,,,,,,,,1,2,Appartement,16,1,,,,,,1.42858,43.607696
2017-188964,2017-07-05,000001,Vente en l'état futur d'achèvement,172810,,,RTE D'ALBI,0124,31200,31555,Toulouse,31,,,31555833AN0143,,,76,,,,,,,,,,1,,,,,,,,,,1.463402,43.629575
2017-188964,2017-07-05,000001,Vente en l'état futur d'achèvement,172810,,,RTE D'ALBI,0124,31200,31555,Toulouse,31,,,31555833AN0143,,,202,,,,,,,,,,1,3,Dépendance,,0,,,,,,1.463402,43.629575
2017-188965,2017-07-05,000001,Vente,370000,20,,RUE DE LA NIVE,6292,31500,31555,Toulouse,31,,,31555835AH0115,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,252,0,S,sols,,,325,1.477995,43.604275
2017-188965,2017-07-05,000001,Vente,370000,,,RUE DE L'AYGA,0748,31500,31555,Toulouse,31,,,31555835AH0486,,,,,,,,,,,,,0,,,,,S,sols,,,96,1.478064,43.604157
2017-188966,2017-07-05,000001,Vente en l'état futur d'achèvement,136154,,,CHE DE PECHBUSQUE,6684,31400,31555,Toulouse,31,,,31555839AN0141,,,54,,,,,,,,,,1,,,,,,,,,,1.452307,43.546491
2017-188966,2017-07-05,000001,Vente en l'état futur d'achèvement,136154,,,CHE DE PECHBUSQUE,6684,31400,31555,Toulouse,31,,,31555839AN0141,,,29,,,,,,,,,,1,,,,,,,,,,1.452307,43.546491
2017-188966,2017-07-05,000001,Vente en l'état futur d'achèvement,136154,,,CHE DE PECHBUSQUE,6684,31400,31555,Toulouse,31,,,31555839AN0141,,,56,,,,,,,,,,1,,,,,,,,,,1.452307,43.546491
2017-188967,2017-07-06,000001,Vente,137480,9,,RUE AUGUSTE COMTE,0640,31400,31555,Toulouse,31,,,31555839BM0030,,,,,,,,,,,,,0,1,Maison,122,4,S,sols,,,339,1.443516,43.571293
2017-188968,2017-07-07,000001,Vente en l'état futur d'achèvement,240591,,,RTE D'ALBI,0124,31200,31555,Toulouse,31,,,31555833AN0143,,,196,,,,,,,,,,1,,,,,,,,,,1.463402,43.629575
2017-188968,2017-07-07,000001,Vente en l'état futur d'achèvement,240591,,,RTE D'ALBI,0124,31200,31555,Toulouse,31,,,31555833AN0143,,,90,,,,,,,,,,1,,,,,,,,,,1.463402,43.629575
2017-188969,2017-07-05,000001,Vente en l'état futur d'achèvement,161000,155,,CHE DES IZARDS,4380,31200,31555,Toulouse,31,,,31555830AH0028,,,108,,,,,,,,,,1,,,,,,,,,,1.442519,43.65125
2017-188969,2017-07-05,000001,Vente en l'état futur d'achèvement,161000,155,,CHE DES IZARDS,4380,31200,31555,Toulouse,31,,,31555830AH0028,,,31,,,,,,,,,,1,,,,,,,,,,1.442519,43.65125
2017-188970,2017-07-07,000001,Vente en l'état futur d'achèvement,194900,,,CHE DE PECHBUSQUE,6684,31400,31555,Toulouse,31,,,31555839AN0141,,,68,,,,,,,,,,1,,,,,,,,,,1.452307,43.546491
2017-188970,2017-07-07,000001,Vente en l'état futur d'achèvement,194900,,,CHE DE PECHBUSQUE,6684,31400,31555,Toulouse,31,,,31555839AN0141,,,48,,,,,,,,,,1,,,,,,,,,,1.452307,43.546491
2017-188970,2017-07-07,000001,Vente en l'état futur d'achèvement,194900,,,CHE DE PECHBUSQUE,6684,31400,31555,Toulouse,31,,,31555839AN0141,,,18,,,,,,,,,,1,,,,,,,,,,1.452307,43.546491
2017-188971,2017-07-03,000001,Vente,88900,10,,CHE DE PELLEPORT,6700,31500,31555,Toulouse,31,,,31555834AO0291,,,211,,,,,,,,,,1,3,Dépendance,,0,,,,,,1.473475,43.607469
2017-188971,2017-07-03,000001,Vente,88900,10,,CHE DE PELLEPORT,6700,31500,31555,Toulouse,31,,,31555834AO0291,,,107,,7,46.61,,,,,,,2,2,Appartement,47,2,,,,,,1.473475,43.607469
2017-188972,2017-07-05,000001,Vente en l'état futur d'achèvement,230830,,,RTE D'ALBI,0124,31200,31555,Toulouse,31,,,31555833AN0143,,,45,,,,,,,,,,1,2,Appartement,68,3,,,,,,1.463402,43.629575
2017-188972,2017-07-05,000001,Vente en l'état futur d'achèvement,230830,,,RTE D'ALBI,0124,31200,31555,Toulouse,31,,,31555833AN0143,,,167,,,,,,,,,,1,3,Dépendance,,0,,,,,,1.463402,43.629575
2017-188973,2017-07-05,000001,Vente en l'état futur d'achèvement,146900,,,,,,31555,Toulouse,31,,,31555812AD0091,,,3112,,,,,,,,,,1,,,,,,,,,,1.440802,43.57912
2017-188973,2017-07-05,000001,Vente en l'état futur d'achèvement,146900,,,,,,31555,Toulouse,31,,,31555812AD0091,,,3045,,,,,,,,,,1,,,,,,,,,,1.440802,43.57912
2017-188974,2017-07-05,000001,Vente en l'état futur d'achèvement,159000,155,,CHE DES IZARDS,4380,31200,31555,Toulouse,31,,,31555830AH0028,,,164,,,,,,,,,,1,,,,,,,,,,1.442519,43.65125
2017-188974,2017-07-05,000001,Vente en l'état futur d'achèvement,159000,155,,CHE DES IZARDS,4380,31200,31555,Toulouse,31,,,31555830AH0028,,,6,,,,,,,,,,1,,,,,,,,,,1.442519,43.65125
2017-188975,2017-07-03,000001,Vente,67750,87,,CHE DE LA SALADE PONSAN,8088,31400,31555,Toulouse,31,,,31555839AC0053,,,118,,,,,,,,,,1,3,Dépendance,,0,,,,,,1.452857,43.566577
2017-188975,2017-07-03,000001,Vente,67750,87,,CHE DE LA SALADE PONSAN,8088,31400,31555,Toulouse,31,,,31555839AC0053,,,37,23.8,,,,,,,,,1,2,Appartement,24,1,,,,,,1.452857,43.566577
2017-188976,2017-07-06,000001,Vente,80000,5,,CHE DE DARDAGNA,2488,31400,31555,Toulouse,31,,,31555839BC0011,,,6,,,,,,,,,,1,3,Dépendance,,0,,,,,,1.453762,43.557192
2017-188976,2017-07-06,000001,Vente,80000,5,,CHE DE DARDAGNA,2488,31400,31555,Toulouse,31,,,31555839BC0011,,,411,22.5,,,,,,,,,1,2,Appartement,22,1,,,,,,1.453762,43.557192
2017-188977,2017-07-03,000001,Vente,74000,3,,RUE COLETTE,2175,31200,31555,Toulouse,31,,,31555830AR0380,,,238,,,,,,,,,,1,3,Dépendance,,0,,,,,,1.437077,43.633469
2017-188977,2017-07-03,000001,Vente,74000,3,,RUE COLETTE,2175,31200,31555,Toulouse,31,,,31555830AR0380,,,13,31.88,,,,,,,,,1,2,Appartement,31,2,,,,,,1.437077,43.633469
2017-188979,2017-07-11,000001,Vente,130100,11,,RUE JEAN PEGOT,4628,31500,31555,Toulouse,31,,,31555806AD0499,,,81,38.39,,,,,,,,,1,2,Appartement,38,1,,,,,,1.456684,43.608375
2017-188980,2017-07-10,000001,Vente,13500,20,B,RUE DU SOLEIL LEVANT,8268,31500,31555,Toulouse,31,,,31555808AI0169,,,728,,,,,,,,,,1,3,Dépendance,,0,,,,,,1.467042,43.596685
2017-188981,2017-07-10,000001,Vente,109900,7,,AV DU COMMANDANT TAILLANDIER,2238,31500,31555,Toulouse,31,,,31555834AB0181,,,98,,,,,,,,,,1,3,Dépendance,,0,,,,,,1.462815,43.616705
2017-188981,2017-07-10,000001,Vente,109900,29,,RUE DE LA CARAVELLE,1690,31500,31555,Toulouse,31,,,31555834AB0181,,,65,,,,,,,,,,1,2,Appartement,46,2,,,,,,1.462815,43.616705
2017-188982,2017-07-10,000001,Vente,240000,5,,RUE DE L ENTRAIDE,3020,31400,31555,Toulouse,31,,,31555838AH0041,,,,,,,,,,,,,0,1,Maison,70,4,S,sols,,,260,1.458247,43.571878
2017-188983,2017-07-03,000001,Vente,468000,16,,RUE DU PRINTEMPS,7140,31000,31555,Toulouse,31,,,31555823AC0130,,,101,,102,,110,118.33,,,,,3,2,Appartement,106,5,,,,,,1.445643,43.613882
2017-188985,2017-07-04,000001,Vente,310000,4,,RUE JACQUES PROVOST,4429,31200,31555,Toulouse,31,,,31555832AI0157,,,,,,,,,,,,,0,1,Maison,114,6,S,sols,,,477,1.490048,43.635484
2017-188985,2017-07-04,000001,Vente,310000,4,,RUE JACQUES PROVOST,4429,31200,31555,Toulouse,31,,,31555832AI0157,,,,,,,,,,,,,0,1,Maison,114,6,S,sols,,,477,1.490048,43.635484
2017-188987,2017-07-05,000001,Vente,73000,20,,RUE DU SOLEIL LEVANT,8268,31500,31555,Toulouse,31,,,31555808AI0169,,,609,,649,46.4,,,,,,,2,2,Appartement,46,3,,,,,,1.467042,43.596685
2017-188988,2017-07-05,000001,Vente,109000,23,,RUE CLAUDE PERRAULT,2120,31500,31555,Toulouse,31,,,31555806AC0367,,,13,34.81,,,,,,,,,1,2,Appartement,34,1,,,,,,1.456255,43.614567
2017-188988,2017-07-05,000001,Vente,109000,23,,RUE CLAUDE PERRAULT,2120,31500,31555,Toulouse,31,,,31555806AC0367,,,8,,,,,,,,,,1,3,Dépendance,,0,,,,,,1.456255,43.614567
2017-188989,2017-07-03,000001,Vente,112000,3,,RUE COL JEAN STANISLAS REMY,2199,31200,31555,Toulouse,31,,,31555833AP0328,,,61,,87,64.44,,,,,,,2,2,Appartement,64,3,,,,,,1.469169,43.636186
2017-188989,2017-07-03,000001,Vente,112000,3,,RUE COL JEAN STANISLAS REMY,2199,31200,31555,Toulouse,31,,,31555833AP0328,,,122,,,,,,,,,,1,3,Dépendance,,0,,,,,,1.469169,43.636186
2017-188990,2017-07-04,000001,Vente en l'état futur d'achèvement,159000,66,,AV DE FRONTON,3620,31200,31555,Toulouse,31,,,31555830AP0001,,,107,,,,,,,,,,1,3,Dépendance,,0,,,,,,1.434155,43.631548
2017-188990,2017-07-04,000001,Vente en l'état futur d'achèvement,159000,66,,AV DE FRONTON,3620,31200,31555,Toulouse,31,,,31555830AP0001,,,105,,,,,,,,,,1,2,Appartement,40,2,,,,,,1.434155,43.631548
2017-188991,2017-07-04,000001,Vente,347250,9,,RUE DE LA TANNERIE,8388,31400,31555,Toulouse,31,,,31555814AD0670,,,10,87.6,,,,,,,,,1,2,Appartement,90,4,,,,,,1.454548,43.586065
2017-188991,2017-07-04,000001,Vente,347250,9,,RUE DE LA TANNERIE,8388,31400,31555,Toulouse,31,,,31555814AD0670,,,26,,,,,,,,,,1,3,Dépendance,,0,,,,,,1.454548,43.586065
2017-188991,2017-07-04,000001,Vente,347250,9,,RUE DE LA TANNERIE,8388,31400,31555,Toulouse,31,,,31555814AD0670,,,25,,,,,,,,,,1,3,Dépendance,,0,,,,,,1.454548,43.586065
2017-188992,2017-07-05,000001,Vente,280000,53,,CHE DE JAFFARY,4436,31200,31555,Toulouse,31,,,31555831AL0069,,,,,,,,,,,,,0,1,Maison,93,3,S,sols,,,583,,
2017-188993,2017-07-11,000001,Vente,138000,3,,RUE CHARLOTTE DELBO,1961,31200,31555,Toulouse,31,,,31555830AH0777,,,96,,,,,,,,,,1,3,Dépendance,,0,,,,,,1.441529,43.652472
2017-188993,2017-07-11,000001,Vente,138000,3,,RUE CHARLOTTE DELBO,1961,31200,31555,Toulouse,31,,,31555830AH0777,,,24,,,,,,,,,,1,2,Appartement,61,3,,,,,,1.441529,43.652472
2017-188994,2017-07-11,000001,Vente,450000,1,,ALL XAVIER SARRADET,8965,31500,31555,Toulouse,31,,,31555806AD0691,,,135,,,,,,,,,,1,2,Appartement,153,5,,,,,,1.457363,43.61126
2017-188994,2017-07-11,000001,Vente,450000,1,,ALL XAVIER SARRADET,8965,31500,31555,Toulouse,31,,,31555806AD0691,,,86,,,,,,,,,,1,3,Dépendance,,0,,,,,,1.457363,43.61126
2017-188994,2017-07-11,000001,Vente,450000,1,,ALL XAVIER SARRADET,8965,31500,31555,Toulouse,31,,,31555806AD0691,,,85,,,,,,,,,,1,3,Dépendance,,0,,,,,,1.457363,43.61126
2017-188994,2017-07-11,000001,Vente,450000,1,,ALL XAVIER SARRADET,8965,31500,31555,Toulouse,31,,,31555806AD0691,,,84,,,,,,,,,,1,3,Dépendance,,0,,,,,,1.457363,43.61126
2017-188995,2017-07-07,000001,Vente,205000,30,,RUE DES FRERES LION,3604,31000,31555,Toulouse,31,,,31555815AC0120,,,4,59.22,,,,,,,,,1,2,Appartement,70,2,,,,,,1.453003,43.599804
2017-188996,2017-07-03,000001,Vente,177350,2,,RUE CLAUDIUS ROUGENET,2125,31500,31555,Toulouse,31,,,31555835AC0073,,,40,,,,,,,,,,1,2,Appartement,71,3,,,,,,1.485252,43.597723
2017-188996,2017-07-03,000001,Vente,177350,2,,RUE CLAUDIUS ROUGENET,2125,31500,31555,Toulouse,31,,,31555835AC0073,,,104,,,,,,,,,,1,3,Dépendance,,0,,,,,,1.485252,43.597723
2017-188997,2017-07-06,000001,Vente,10000,18,B,AV DU MARECHAL FOCH,5644,31400,31555,Toulouse,31,,,31555811AC0292,,,160,,,,,,,,,,1,3,Dépendance,,0,,,,,,1.458134,43.583949
2017-188998,2017-07-07,000001,Vente,341000,64,,RUE DE SOUPETARD,8304,31500,31555,Toulouse,31,,,31555834AP0148,,,2,,,,,,,,,,1,2,Appartement,80,4,,,,,,1.475847,43.611605
2017-188998,2017-07-07,000001,Vente,341000,64,,RUE DE SOUPETARD,8304,31500,31555,Toulouse,31,,,31555834AP0148,,,2,,,,,,,,,,1,3,Dépendance,,0,,,,,,1.475847,43.611605
2017-188999,2017-07-11,000001,Vente,128601,3,,RUE CHARLOTTE DELBO,1961,31200,31555,Toulouse,31,,,31555830AH0777,,,91,,,,,,,,,,1,3,Dépendance,,0,,,,,,1.441529,43.652472
2017-188999,2017-07-11,000001,Vente,128601,3,,RUE CHARLOTTE DELBO,1961,31200,31555,Toulouse,31,,,31555830AH0777,,,40,,,,,,,,,,1,2,Appartement,56,3,,,,,,1.441529,43.652472
2017-189000,2017-07-06,000001,Vente,350000,17,,RUE MARTYRS DE LIBERATION,5748,31400,31555,Toulouse,31,,,31555814AC0235,,,20,90.55,30,,40,,,,,,3,2,Appartement,80,5,,,,,,1.454846,43.591931
2017-189001,2017-07-05,000001,Vente en l'état futur d'achèvement,161000,15,,RUE EDGAR DEGAS,2872,31200,31555,Toulouse,31,,,31555830AE0154,,,170,50,,,,,,,,,1,2,Appartement,45,2,,,,,,1.439664,43.655903
2017-189001,2017-07-05,000001,Vente en l'état futur d'achèvement,161000,15,,RUE EDGAR DEGAS,2872,31200,31555,Toulouse,31,,,31555830AE0154,,,47,,,,,,,,,,1,3,Dépendance,,0,,,,,,1.439664,43.655903
2017-189002,2017-07-10,000001,Vente,130000,23,,RUE AUFRERY,0632,31500,31555,Toulouse,31,,,31555807AD0331,,,55,,79,57.13,,,,,,,2,2,Appartement,58,2,,,,,,1.471403,43.602228
2017-189003,2017-07-04,000001,Vente en l'état futur d'achèvement,166600,,,CHE DE PELLEPORT,6700,31500,31555,Toulouse,31,,,31555834AO0006,,,8,,,,,,,,,,1,,,,,,,,,,1.475246,43.60828
2017-189003,2017-07-04,000001,Vente en l'état futur d'achèvement,166600,,,CHE DE PELLEPORT,6700,31500,31555,Toulouse,31,,,31555834AO0006,,,17,,,,,,,,,,1,,,,,,,,,,1.475246,43.60828
2017-189004,2017-07-05,000001,Vente,9000,2,,RUE DE ROYAN,7676,31200,31555,Toulouse,31,,,31555803AB0513,,,1800,,,,,,,,,,1,3,Dépendance,,0,,,,,,1.43877,43.623681
2017-189005,2017-07-12,000001,Vente,116000,10,,AV DE LA COLONNE,2212,31500,31555,Toulouse,31,,,31555806AD0476,,,14,31.12,17,,,,,,,,2,2,Appartement,30,1,,,,,,1.457661,43.608327
2017-189006,2017-07-03,000001,Vente,683000,9,,RUE LAMARCK,4972,31400,31555,Toulouse,31,,,31555814AB0300,,,14,,,,,,,,,,1,3,Dépendance,,0,,,,,,1.448611,43.592847
2017-189006,2017-07-03,000001,Vente,683000,9,,RUE LAMARCK,4972,31400,31555,Toulouse,31,,,31555814AB0300,,,12,,3,,6,,,,,,3,2,Appartement,206,6,,,,,,1.448611,43.592847
2017-189007,2017-07-03,000001,Vente,105000,72,,AV VICTOR SEGOFFIN,8848,31400,31555,Toulouse,31,,,31555813AC0202,,,97,,,,,,,,,,1,3,Dépendance,,0,,,,,,1.450416,43.58392
2017-189007,2017-07-03,000001,Vente,105000,72,,AV VICTOR SEGOFFIN,8848,31400,31555,Toulouse,31,,,31555813AC0202,,,42,34.03,,,,,,,,,1,2,Appartement,32,1,,,,,,1.450416,43.58392
2017-189008,2017-07-04,000001,Vente,76000,67,,RUE DEVIC,2640,31400,31555,Toulouse,31,,,31555811AH0058,,,36,,,,,,,,,,1,3,Dépendance,,0,,,,,,1.453151,43.581057
2017-189008,2017-07-04,000001,Vente,76000,67,,RUE DEVIC,2640,31400,31555,Toulouse,31,,,31555811AH0058,,,4,,60,20.42,,,,,,,2,2,Appartement,20,1,,,,,,1.453151,43.581057
2017-189010,2017-07-05,000001,Vente,158000,13,,RUE LOUIS PLANA,5396,31500,31555,Toulouse,31,,,31555834AO0355,,,1101,75.4,1120,,,,,,,,2,2,Appartement,76,4,,,,,,1.480797,43.60747
2017-189010,2017-07-05,000001,Vente,158000,11,,RUE LOUIS PLANA,5396,31500,31555,Toulouse,31,,,31555834AO0355,,,1001,,,,,,,,,,1,3,Dépendance,,0,,,,,,1.480797,43.60747
2017-189012,2017-07-05,000001,Vente,281100,9001,,RUE D'ALDEGUIER,0134,31500,31555,Toulouse,31,,,31555836AH0248,,,1108,,,,,,,,,,1,3,Dépendance,,0,,,,,,1.48649,43.587217
2017-189012,2017-07-05,000001,Vente,281100,2,,RUE D'ALDEGUIER,0134,31500,31555,Toulouse,31,,,31555836AH0248,,,214,100.84,217,,,,,,,,2,2,Appartement,100,5,,,,,,1.48649,43.587217
2017-189012,2017-07-05,000001,Vente,281100,2,,RUE D'ALDEGUIER,0134,31500,31555,Toulouse,31,,,31555836AH0248,,,947,,,,,,,,,,1,3,Dépendance,,0,,,,,,1.48649,43.587217
2017-189017,2017-07-04,000001,Vente,123000,17,,AV JEAN RIEUX,4652,31500,31555,Toulouse,31,,,31555808AB0397,,,127,,,,,,,,,,1,3,Dépendance,,0,,,,,,1.458772,43.597973
2017-189017,2017-07-04,000001,Vente,123000,17,,AV JEAN RIEUX,4652,31500,31555,Toulouse,31,,,31555808AB0397,,,60,,,,,,,,,,1,2,Appartement,48,2,,,,,,1.458772,43.597973
2017-189018,2017-07-11,000001,Vente,265000,30,,BD LAZARE CARNOT,5132,31000,31555,Toulouse,31,,,31555821AC0331,,,12,71.54,,,,,,,,,1,2,Appartement,71,5,,,,,,1.45179,43.603366
2017-189019,2017-07-07,000001,Vente,759200,3,,IMP FRANCISQUE SARCEY,3468,31000,31555,Toulouse,31,,,31555826AH0273,,,,,,,,,,,,,0,1,Maison,168,7,S,sols,,,182,1.432337,43.607581
2017-189021,2017-07-04,000001,Vente,82000,47,,CHE DE JAFFARY,4436,31200,31555,Toulouse,31,,,31555831AL0063,,,21,45.23,,,,,,,,,1,2,Appartement,40,2,,,,,,1.460595,43.631403
2017-189021,2017-07-04,000001,Vente,82000,47,,CHE DE JAFFARY,4436,31200,31555,Toulouse,31,,,31555831AL0063,,,65,,,,,,,,,,1,3,Dépendance,,0,,,,,,1.460595,43.631403
2017-189022,2017-07-13,000001,Vente en l'état futur d'achèvement,155000,139,,CHE DE CROIX BENITE,2412,31200,31555,Toulouse,31,,,31555830AB0191,,,48,,,,,,,,,,1,3,Dépendance,,0,,,,,,1.432169,43.666137
2017-189022,2017-07-13,000001,Vente en l'état futur d'achèvement,155000,139,,CHE DE CROIX BENITE,2412,31200,31555,Toulouse,31,,,31555830AB0191,,,80,,,,,,,,,,1,2,Appartement,44,2,,,,,,1.432169,43.666137
2017-189023,2017-07-04,000001,Vente,244400,32,,RUE NOEMIE DESSALLES,2628,31500,31555,Toulouse,31,,,31555834AB0183,,,117,,,,,,,,,,1,3,Dépendance,,0,,,,,,1.46078,43.615972
2017-189023,2017-07-04,000001,Vente,244400,30,B,RUE NOEMIE DESSALLES,2628,31500,31555,Toulouse,31,,,31555834AB0183,,,47,68.81,,,,,,,,,1,2,Appartement,68,3,,,,,,1.46078,43.615972
2017-189024,2017-07-06,000001,Vente,160000,14,,RUE DE L'ORIENT,6412,31000,31555,Toulouse,31,,,31555822AB0052,,,2,31.4,,,,,,,,,1,2,Appartement,31,2,,,,,,1.44821,43.610746
2017-189026,2017-07-05,000001,Vente,197000,6,,RUE BAYARD,0920,31000,31555,Toulouse,31,,,31555822AB0705,,,3090,,,,,,,,,,1,3,Dépendance,,0,,,,,,1.447598,43.607993
